ALMACEN,HUECO,CODIGO,DESCRIPCION,CANTIDAD,UNIDAD,PIEZAS,COSTO ESTANDAR,COSTO TOTAL ESTANDAR
4G_1D ETIQUETAS,EA-008-5,1043160,STICKER LAVATRASTES KLAR 800ML UPC 7506267901317,34972.00,PIEZA,34972.00,0.05,1748.6000 
4G_1D ETIQUETAS,EA-008-5,1043232,ETIQUETA FRENTE SHAMPOO AUTOS SHINE & BRIGHT 3785ML,2130.00,PIEZA,2130.00,0.41,873.3000 
4G_1D ETIQUETAS,EA-008-5,1043271,ETIQUETA REVERSO STICKER BLUMEN POUCH CHERRY UPC 7503016269964,5820.00,PIEZA,5820.00,0.01,58.2000 
4G_1D ETIQUETAS,EA-008-5,1043585,ETIQUETA REVERSO JABON LIQUIDO BLUMEN POUCH KIWI 900ML,10000.00,PIEZA,10000.00,0.22,2200.0000 
4G_1D ETIQUETAS,EA-008-5,1043588,ETIQUETA FRENTE STICKER JABON LIQUIDO BLUMEN POUCH COCONUT PARADISE 250ML/8.4 FL OZ,13800.00,PIEZA,13800.00,0.27,3726.0000 
4G_1D ETIQUETAS,EA-008-5,1043590,ETIQUETA STICKER FRENTE JABON LIQUIDO BLUMEN POUCH MANGO 250ML/8.4FL OZ ,4100.00,PIEZA,4100.00,0.27,1107.0000 
4G_1D ETIQUETAS,EA-008-5,1043592,ETIQUETA STICKER FRENTE JABON LIQUIDO BLUMEN POUCH 250ML,24600.00,PIEZA,24600.00,0.05,1230.0000 
4G_1D ETIQUETAS,EA-008-5,1043826,ETIQUETA STICKER JABON LIQUIDO BLUMEN CRANBERRY 200ML UPC 7502244761875,764.00,PIEZA,764.00,0.21,160.4400 
4G_1D ETIQUETAS,EA-008-5,1043827,ETIQUETA STICKER JABON LIQUIDO BLUMEN MANGO PARADISE 200ML UPC 7502244761868,4460.00,PIEZA,4460.00,0.01,44.6000 
4G_1D ETIQUETAS,EA-008-5,1043828,ETIQUETA STICKER JABON LIQUIDO BLUMEN APPLE COCKTAIL 200ML UPC 7502244761851 ,23220.00,PIEZA,23220.00,0.01,232.2000 
4G_1D ETIQUETAS,EA-008-5,1044198,ETIQUETA STICKER POUCH 990ML COCONUT WALMART CAM,21300.00,PIEZA,21300.00,0.27,5751.0000 
4G_1D ETIQUETAS,EA-008-5,1044199,ETIQUETA STICKER POUCH 990ML CHERRY WALMART CAM,20610.00,PIEZA,20610.00,0.45,9274.5000 
4G_1D ETIQUETAS,EA-008-5,1044202,ETIQUETA STICKER POUCH 250ML KIWI WALMART CAM,41955.00,PIEZA,41955.00,1.28,53702.4000 
4G_1D ETIQUETAS,EA-008-5,1044260,ETIQUETA STICKER FRENTE POUCH VIDE FROZEN 525ML,26645.00,PIEZA,26645.00,0.30,7993.5000 
4G_1D ETIQUETAS,EA-008-5,1044261,ETIQUETA STICKER BLUMEN LEGALES KIWI STARFRUIT 221ML CAM WM,25000.00,PIEZA,25000.00,0.03,750.0000 
4G_1D ETIQUETAS,EA-008-5,1044263,ETIQUETA STICKER BLUMEN LEGALES COCONUT PARADISE 221ML CAM WM,1130.00,PIEZA,1130.00,0.03,33.9000 
4G_1D ETIQUETAS,EA-008-5,1044497,ETIQUETA STICKER JABON LIQUIDO BLUMEN OCEAN 500ML 7503016269612,15000.00,PIEZA,15000.00,0.01,150.0000 
4G_1D ETIQUETAS,EA-008-5,1044518,ETIQUETA STICKER LEGALES SHAMPOO ANNA Y ELSA WATERMELON 300ML ARGENTINA,4761.00,PIEZA,4761.00,0.02,95.2200 
4G_1D ETIQUETAS,EA-008-5,1044536,ETIQUETA STICKER JABON LIQUIDO BLUMEN ORCHIDES 500ML 7503016269636,15000.00,PIEZA,15000.00,0.01,150.0000 
4G_1D ETIQUETAS,EA-008-5,1044537,ETIQUETA STICKER JABON LIQUIDO BLUMEN BERRY MIX 7503016269643,13000.00,PIEZA,13000.00,0.21,2730.0000 
4G_1D ETIQUETAS,EA-008-5,1044538,ETIQUETA STICKER JABON LIQUIDO BLUMEN SOFT APRICOT 500ML 7503016269681,600.00,PIEZA,600.00,0.01,6.0000 
4G_1D ETIQUETAS,EA-008-5,1044539,ETIQUETA STICKER JABON LIQUIDO BLUMEN COCONUT 500ML 7503016269582,13000.00,PIEZA,13000.00,0.01,130.0000 
4G_1D ETIQUETAS,EA-008-5,1044696,ETIQUETA PARA TARIMA TIENDA 4E TULTITLAN,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044698,ETIQUETA PARA TARIMA TIENDA CENTRAL DE ABASTOS,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044699,ETIQUETA PARA TARIMA DE CHEP A ESTANDAR,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044700,ETIQUETA PARA TARIMA CHEP,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044701,ETIQUETA PARA TARIMA CHILE,720.00,PIEZA,720.00,0.31,223.2000 
4G_1D ETIQUETAS,EA-008-5,1044703,ETIQUETA PARA TARIMA CONVERSION ,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044704,ETIQUETA PARA TARIMA KOKUSAI,1120.00,PIEZA,1120.00,0.31,347.2000 
4G_1D ETIQUETAS,EA-008-5,1044705,ETIQUETA PARA TARIMA DE ESTANDAR A CHEP,1100.00,PIEZA,1100.00,0.31,341.0000 
4G_1D ETIQUETAS,EA-008-5,1044706,ETIQUETA PARA TARIMA ESTANDAR,1200.00,PIEZA,1200.00,0.31,372.0000 
4G_1D ETIQUETAS,EA-008-5,1044871,ETIQUETA STICKER AROMA COCONUT PARADISE JABON LIQUIDO OLAF 3D 400ML,6910.00,PIEZA,6910.00,0.21,1451.1000 
4G_1D ETIQUETAS,EA-008-5,1045033,ETIQUETA REVERSO JABON LIQUIDO ST GENEVE CITRON & MENTHE 400ML,2987.00,PIEZA,2987.00,0.21,627.2700 
4G_1D ETIQUETAS,EA-008-5,1045147,STICKER LEGALES JABON LIQUIDO BERRY DELICIOUS POUCH 21FL OZ,43240.00,PIEZA,43240.00,0.026910725,1163.61974900000 
4G_1D ETIQUETAS,EA-008-5,1045148,STICKER LEGALES JABON LIQUIDO APPLE FIELDS POUCH 21FL OZ ,2015.00,PIEZA,2015.00,0.03,60.4500 
4G_1D ETIQUETAS,EA-008-5,1045209,STICKER LEGALES JABON LIQUIDO BLUMEN CHERRY POUCH 250ML ,3300.00,PIEZA,3300.00,0.09,297.0000 
4G_1D ETIQUETAS,EA-008-5,1045210,STICKER AROMA JABON LIQUIDO BLUMEN CHERRY POUCH 250ML ,16500.00,PIEZA,16500.00,0.19,3135.0000 
4G_1D ETIQUETAS,EA-008-5,1045212,STICKER CODIGO DE BARRAS POUCH CHERRY 7503016269452,28200.00,PIEZA,28200.00,0.01,282.0000 
4G_1D ETIQUETAS,EA-008-5,1045227,STICKER CODIGO DE  BARRAS PARA POUCH CHERRY 1050ML 7503016269964,14103.00,PIEZA,14103.00,0.01,141.0300 
4G_1D ETIQUETAS,EA-008-5,1045468,STICKER EDICION ESPECIAL,5390.00,PIEZA,5390.00,0.05,269.5000 
4G_1D ETIQUETAS,EA-008-5,1045469,STICKER UPC 7502244763541,42120.00,PIEZA,42120.00,0.01,421.2000 
4G_1D ETIQUETAS,EA-008-5,1045488,STICKER UPC BURBUJAS  BASTON BURBUFUN 120ML 7506267910241,46000.00,PIEZA,46000.00,0.08,3680.0000 
4G_1D ETIQUETAS,EA-008-5,1045526,STICKER CODIGO UPC 7506267905148,96700.00,PIEZA,96700.00,0.03,2901.0000 
4G_1D ETIQUETAS,EA-008-5,1045574,ETIQUETA GENERICA ATOMIZADOR KLAR & DANVER 600ML,26050.00,PIEZA,26050.00,0.20,5210.0000 
4G_1D ETIQUETAS,EA-008-5,1045598,STICKER UPC SAVON CHERRY 900ML 7502244763985,4319.00,PIEZA,4319.00,0.01,43.1900 
4G_1D ETIQUETAS,EA-008-5,1045599,STICKER UPC SAVON OCEAN 900ML 7502244764005,23051.00,PIEZA,23051.00,0.01,230.5100 
4G_1D ETIQUETAS,EA-008-5,1045616,STICKER UPC POUCH JABON LIQUIDO VAINILLA SOLEI 7506267907449,24050.00,PIEZA,24050.00,0.00,0.0000 
4G_1D ETIQUETAS,EA-008-5,1045649,STICKER KIMBERLY CAM,100200.00,PIEZA,100200.00,0.03,3006.0000 
4G_1D ETIQUETAS,EA-008-5,1045694,STICKER UPC PARA CAJILLA SHAMPOO PATO MI VILLANO FAVORITO,8100.00,PIEZA,8100.00,0.02,162.0000 
4G_1D ETIQUETAS,EA-008-5,1045928,STICKER CODIGO UPC 7506267905131,96264.00,PIEZA,96264.00,0.03,2887.9200 
4G_1D ETIQUETAS,EA-008-5,1046004,STICKER UPC 7506267910128 SHAMPOO MI VILLANO FAVORITO 275ML,34000.00,PIEZA,34000.00,0.17,5780.0000 
4G_1D ETIQUETAS,EA-008-5,1046007,STICKER UPC 2PACK JABON LIQUIDO BARBIE 442ML 7506267912740,6500.00,PIEZA,6500.00,0.02,130.0000 
4G_1D ETIQUETAS,EA-008-5,1046008,STICKER UPC 2PACK SHAMPOO+JABON LIQUIDO BARBIE 7506267912757,5300.00,PIEZA,5300.00,0.02,106.0000 
4G_1D ETIQUETAS,EA-008-5,1046015,ETIQUETA FRENTE SHAMPOO PARA AUTOS AUTO DRIVE 1100ML,34442.00,PIEZA,34442.00,0.32,11021.4400 
4G_1D ETIQUETAS,EA-008-5,1046019,STICKER PARA CORRUGADO BIOVITAL 49X234MM,11985.00,PIEZA,11985.00,0.29,3475.6500 
4G_1D ETIQUETAS,EA-008-5,1046020,STICKER PARA CORRUGADO BIOVITAL 87X146MM,8356.00,PIEZA,8356.00,0.30,2506.8000 
4G_1D ETIQUETAS,EA-008-5,1046135,STICKER UPC LIMPIADOR MULTIUSOS ANIMAL PLANET 1000ML 7506267903465,3000.00,PIEZA,3000.00,0.01,30.0000 
4G_1D ETIQUETAS,EA-008-5,1046142,STICKER PARA CORRUGADO JABON LIQUIDO BLUMEN FRESH CLEAN 3785ML,2500.00,PIEZA,2500.00,0.26,650.0000 
4G_1D ETIQUETAS,EA-008-5,1046143,STICKER PARA CORRUGADO JABON LIQUIDO BLUMEN COCO 4000ML,5100.00,PIEZA,5100.00,0.26,1326.0000 
4G_1D ETIQUETAS,EA-008-5,1046145,STICKER PARA CORRUGADO LIMPIADOR MULTIUSOS VERT PINO 2000ML,1500.00,PIEZA,1500.00,0.26,390.0000 
4G_1D ETIQUETAS,EA-008-6,1044732,ETIQUETA FRENTE HAND SOAP FAMILY DOLLAR CLEAR 7.5 FL OZ,59203.00,PIEZA,59203.00,0.29,17168.8700 
4G_1D ETIQUETAS,EA-008-6,1044733,ETIQUETA REVERSO HAND SOAP FAMILY DOLLAR CLEAR 7.5 FL OZ,69283.00,PIEZA,69283.00,0.19,13163.7700 
4G_1D ETIQUETAS,EA-008-6,1044734,ETIQUETA FRENTE HAND SOAP FAMILY DOLLAR MILK & HONEY 7.5 FL OZ,55957.00,PIEZA,55957.00,0.29,16227.5300 
4G_1D ETIQUETAS,EA-008-6,1044735,ETIQUETA REVERSO HAND SOAP FAMILY DOLLAR MILK & HONEY 7.5 FL OZ,52682.00,PIEZA,52682.00,0.19,10009.5800 
4G_1D ETIQUETAS,EA-008-6,1044742,ETIQUETA FRENTE HAND SOAP FAMILY DOLLAR CLEAR 40 FL OZ,36118.00,PIEZA,36118.00,0.48,17336.6400 
4G_1D ETIQUETAS,EA-008-6,1044743,ETIQUETA REVERSO HAND SOAP FAMILY DOLLAR CLEAR 40 FL OZ,43493.00,PIEZA,43493.00,0.34,14787.6200 
4G_1D ETIQUETAS,EA-008-6,1045000,ETIQUETA FRENTE DETERGENTE PARA ROPA TOLO 5000ML,10005.00,PIEZA,10005.00,1.34,13406.7000 
4G_1D ETIQUETAS,EA-008-6,1046071,ETIQUETA FRENTE JABON LIQUIDO EQUATE COCO 1200ML,73879.00,PIEZA,73879.00,0.23,16992.1700 
4G_1D ETIQUETAS,EA-008-6,1046072,ETIQUETA REVERSO JABON LIQUIDO EQUATE COCO 1200ML,113630.00,PIEZA,113630.00,0.30,34089.0000 
4G_1D ETIQUETAS,EB-001-1,1043728,ETIQUETA FRENTE JABON LIQUIDO HADAS TWINKLE BERRY 275ML,435.00,PIEZA,435.00,0.24,104.4000 
4G_1D ETIQUETAS,EB-001-1,1043738,ETIQUETA FRENTE GEL ANTIBACTERIAL SOLEI FRESH CITRUS 275ML,59380.00,PIEZA,59380.00,0.27,16032.6000 
4G_1D ETIQUETAS,EB-001-1,1043810,ETIQUETA REVERSO GEL ANTIBACTERIAL SOLEI FRESH CITRUS 275ML,179920.00,PIEZA,179920.00,0.16,28787.2000 
4G_1D ETIQUETAS,EB-001-1,1043882,ETIQUETA FRENTE LIQUID HAND SOAP SOLEI APPLE FREEDOM 14.7 FL OZ,22245.00,PIEZA,22245.00,0.05,1112.2500 
4G_1D ETIQUETAS,EB-001-1,1044505,ETIQUETA FRENTE JABON LIQUIDO SOLEI NOIX DE COCO 435ML CAM,115610.00,PIEZA,115610.00,0.33,38151.3000 
4G_1D ETIQUETAS,EB-001-1,1044509,ETIQUETA FRENTE JABON LIQUIDO SOLEI ORCHIDE BEAUTY 435ML CAM,85570.00,PIEZA,85570.00,0.33,28238.1000 
4G_1D ETIQUETAS,EB-001-1,1044510,ETIQUETA REVERSO JABON LIQUIDO SOLEI ORCHIDE BEAUTY 435ML CAM,104079.00,PIEZA,104079.00,0.15,15611.8500 
4G_1D ETIQUETAS,EB-001-1,1044724,MANGA BURBUJAS BASTON DISTROLLER 120ML,13883.00,PIEZA,13883.00,0.42,5830.8600 
4G_1D ETIQUETAS,EB-001-1,1044933,ETIQUETA FRENTE AROMATIZANTE DE TELAS Y AMBIENTE SOLEI NOIX DE COCO 200ML,22000.00,PIEZA,22000.00,0.28,6160.0000 
4G_1D ETIQUETAS,EB-001-1,1044934,ETIQUETA REVERSO AROMATIZANTE DE TELAS Y AMBIENTE SOLEI NOIX DE COCO 200ML,21940.00,PIEZA,21940.00,0.19,4168.6000 
4G_1D ETIQUETAS,EB-001-1,1045422,ETIQUETA FRENTE GEL SANITIZANTE SOLEI BACK TO SCHOOL 2017 CITRUS 45ML,7573.00,PIEZA,7573.00,0.02,151.4600 
4G_1D ETIQUETAS,EB-001-1,1045440,MANGA BURBUJAS BASTON BLAZE 120ML,7380.00,PIEZA,7380.00,0.00,0.0000 
4G_1D ETIQUETAS,EB-001-1,1045459,MANGA BURBUJAS BASTON DISTROLLER BURBUFUN 120ML,32000.00,PIEZA,32000.00,0.50,16000.0000 
4G_1D ETIQUETAS,EB-001-1,1045934,ETIQUETA FRENTE NUEVA AROMATIZANTE TELAS Y AMBIENTE SOLEI NOIX DE COCO 200ML,71752.00,PIEZA,71752.00,0.29,20808.0800 
4G_1D ETIQUETAS,EB-001-1,1045935,ETIQUETA REVERSO NUEVA AROMATIZANTE TELAS Y AMBIENTE SOLEI NOIX DE COCO 200ML,83128.00,PIEZA,83128.00,0.23,19119.4400 
4G_1D ETIQUETAS,EB-001-1,1046097,ETIQUETA REVERSO JABON LIQUIDO SOLEI BACK TO SCHOOL 2018 435ML,1762.00,PIEZA,1762.00,0.26,458.1200 
4G_1D ETIQUETAS,EB-001-1,1046099,ETIQUETA REVERSO GEL ANTIBACTERIAL SOLEI BACK TO SCHOOL 2018 275ML,5400.00,PIEZA,5400.00,0.28,1512.0000 
4G_1D ETIQUETAS,EB-001-1,1046303,MANGA BURBUJAS PJ MASKS 120ML,7000.00,PIEZA,7000.00,0.09,630.0000 
4G_1D ETIQUETAS,EB-001-1,1046396,ETIQUETA REVERSO JABON LIQUIDO SOLEI NUEVOS LEGALES COCO 435ML,94910.00,PIEZA,94910.00,0.1,9491.000 
4G_1D ETIQUETAS,EB-001-2,1041762,ETIQUETA REVERSO JABON LIQUIDO SOLEI MANGO PASSION 435ML,231266.00,PIEZA,231266.00,0.14,32377.2400 
4G_1D ETIQUETAS,EB-001-2,1044295,ETIQUETA FRENTE REPELENTE DE MOSQUITOS DEFENSE  180ML,7500.00,PIEZA,7500.00,0.27,2025.0000 
4G_1D ETIQUETAS,EB-001-2,1044318,ETIQUETA REVERSO REPELENTE DE MOSQUITOS DEFENSE 180ML,8000.00,PIEZA,8000.00,0.15,1200.0000 
4G_1D ETIQUETAS,EB-001-2,1044511,ETIQUETA FRENTE JABON LIQUIDO SOLEI CHERRY & KIWI 435ML CAM,147274.00,PIEZA,147274.00,0.26,38291.2400 
4G_1D ETIQUETAS,EB-001-2,1044512,ETIQUETA REVERSO JABON LIQUIDO SOLEI CHERRY & KIWI 435ML CAM,21370.00,PIEZA,21370.00,0.15,3205.5000 
4G_1D ETIQUETAS,EB-001-2,1044633,ETIQUETA FRENTE JABON LIQUIDO SOLEI MANGO PASSION 435ML CAM,24242.00,PIEZA,24242.00,0.26,6302.9200 
4G_1D ETIQUETAS,EB-001-2,1044634,ETIQUETA REVERSO JABON LIQUIDO SOLEI MANGO PASSION 435ML CAM,39920.00,PIEZA,39920.00,0.15,5988.0000 
4G_1D ETIQUETAS,EB-001-2,1044880,ETIQUETA FRENTE GEL ANTIBACTERIAL PINK WILD VANILLA 30ML,17987.00,PIEZA,17987.00,0.15,2698.0500 
4G_1D ETIQUETAS,EB-001-2,1044881,ETIQUETA REVERSO GEL ANTIBACTERIAL PINK WILD VANILLA 30ML,38.00,PIEZA,38.00,0.21,7.9800 
4G_1D ETIQUETAS,EB-001-2,1044937,ETIQUETA FRENTE AROMATIZANTE DE TELAS Y AMBIENTE SOLEI APPLE COCTAIL 200ML,20482.00,PIEZA,20482.00,0.28,5734.9600 
4G_1D ETIQUETAS,EB-001-2,1044938,ETIQUETA REVERSO AROMATIZANTE DE TELAS Y AMBIENTE SOLEI APPLE COCTAIL 200ML,17150.00,PIEZA,17150.00,0.19,3258.5000 
4G_1D ETIQUETAS,EB-001-2,1045262,ETIQUETA FRENTE ACONDICIONADOR NIWA TE VERDE 30ML,5250.00,PIEZA,5250.00,0.01,52.5000 
4G_1D ETIQUETAS,EB-001-2,1045511,ETIQUETA FRENTE JABON LIQUIDO LA PETITE FORET COCO MANGO 440ML,13257.00,PIEZA,13257.00,0.46,6098.2200 
4G_1D ETIQUETAS,EB-001-2,1045522,ETIQUETA FRENTE JABON LIQUIDO SOLEI COCO MANGO 435ML,8662.00,PIEZA,8662.00,0.26,2252.1200 
4G_1D ETIQUETAS,EB-001-2,1045523,ETIQUETA REVERSO JABON LIQUIDO SOLEI COCO MANGO 435ML,4790.00,PIEZA,4790.00,0.15,718.5000 
4G_1D ETIQUETAS,EB-001-2,1045561,ETIQUETA FRENTE AROMATIZANTE PARA AUTOS SPEED MASTER FRESH SCENT 200ML,16400.00,PIEZA,16400.00,0.28,4592.0000 
4G_1D ETIQUETAS,EB-001-2,1045562,ETIQUETA REVERSO AROMATIZANTE PARA AUTOS SPEED MASTER FRESH SCENT 200ML,19100.00,PIEZA,19100.00,0.19,3629.0000 
4G_1D ETIQUETAS,EB-001-2,1045564,ETIQUETA FRENTE AROMATIZANTE PARA AUTOS SPEED MASTER BRISA TROPICAL 200ML,37900.00,PIEZA,37900.00,0.28,10612.0000 
4G_1D ETIQUETAS,EB-001-2,1045565,ETIQUETA REVERSO AROMATIZANTE PARA AUTOS SPEED MASTER BRISA TROPICAL 200ML,34010.00,PIEZA,34010.00,0.19,6461.9000 
4G_1D ETIQUETAS,EB-001-2,1045937,ETIQUETA REVERSO NUEVA AROM TELAS Y AMBIENTE APPLE FREEDOM SOLEI 200ML,31157.00,PIEZA,31157.00,0.17,5296.6900 
4G_1D ETIQUETAS,EB-001-2,1045938,ETIQUETA FRENTE NUEVA AROMATIZANTE TELAS Y AMBIENTE SOLEI CHERRY KIWI 200ML,34772.00,PIEZA,34772.00,0.29,10083.8800 
4G_1D ETIQUETAS,EB-001-2,1045939,ETIQUETA REVERSO NUEVA AROMATIZANTE TELAS Y AMBIENTE SOLEI CHERRY KIWI 200ML,81850.00,PIEZA,81850.00,0.17,13914.5000 
4G_1D ETIQUETAS,EB-001-2,1046394,ETIQUETA REVERSO JABÓN LIQUIDO SOLEI NUEVOS LEGALES KIWI 435ML,26951.00,PIEZA,26951.00,0.1,2695.100 
4G_1D ETIQUETAS,EB-001-2,1046463,ETIQUETA FRENTE JABON LIQUIDO SOLEI GINGER BROAD 450 ML,1050.00,PIEZA,1050.00,0.21,220.5000 
4G_1D ETIQUETAS,EB-001-2,1046465,ETIQUETAS FRENTE JABON LIQUIDO SOLEI WINTER CANDY 450 ML,692.00,PIEZA,692.00,0.11,76.1200 
4G_1D ETIQUETAS,EB-001-2,1046466,ETIQUETA REVERSO JABON LIQUIDO SOLEI WINTER CANDY 450 ML,4891.00,PIEZA,4891.00,0.11,538.0100 
4G_1D ETIQUETAS,EB-001-2,1046467,ETIQUETA FRENTE JABON LIQUIDO SOLEI MANZANA CANELA 450 ML,10320.00,PIEZA,10320.00,0.21,2167.2000 
4G_1D ETIQUETAS,EB-001-2,1046468,ETIQUETA REVERSO JABON LIQUIDO SOLEI MANZANA CANELA 450 ML,1725.00,PIEZA,1725.00,0.11,189.7500 
4G_1D ETIQUETAS,EB-001-3,1044151,ETIQUETA FRENTE GEL ANTIBACTERIAL SOLEI NEUTRO 275ML,583.00,PIEZA,583.00,0.32,186.5600 
4G_1D ETIQUETAS,EB-001-3,1044152,ETIQUETA REVERSO GEL ANTIBACTERIAL SOLEI NEUTRO 275ML,14010.00,PIEZA,14010.00,0.16,2241.6000 
4G_1D ETIQUETAS,EB-001-3,1044180,ETIQUETA FRENTE LIQUIDO ATRAYENTE ANIMAL PLANET 550ML,7500.00,PIEZA,7500.00,0.35,2625.0000 
4G_1D ETIQUETAS,EB-001-3,1044181,ETIQUETA REVERSO LIQUIDO ATRAYENTE ANIMAL PLANET 550ML,1742.00,PIEZA,1742.00,0.30,522.6000 
4G_1D ETIQUETAS,EB-001-3,1044507,ETIQUETA FRENTE JABON LIQUIDO SOLEI APPLE FREEDOM 435ML CAM,121000.00,PIEZA,121000.00,0.33,39930.0000 
4G_1D ETIQUETAS,EB-001-3,1044508,ETIQUETA REVERSO JABON LIQUIDO SOLEI APPLE FREEDOM 435ML CAM,120.00,PIEZA,120.00,0.23,27.6000 
4G_1D ETIQUETAS,EB-001-3,1044513,ETIQUETA FRENTE JABON LIQUIDO SOLEI WILD BERRIES 435ML CAM,59292.00,PIEZA,59292.00,0.26,15415.9200 
4G_1D ETIQUETAS,EB-001-3,1044936,ETIQUETA REVERSO AROMATIZANTE DE TELAS Y AMBIENTE SOLEI SWEET VANILLA 200ML,21920.00,PIEZA,21920.00,0.19,4164.8000 
4G_1D ETIQUETAS,EB-001-3,1044939,ETIQUETA FRENTE AROMATIZANTE DE TELAS Y AMBIENTE SOLEI CHERRY & KIWI 200ML,19600.00,PIEZA,19600.00,0.28,5488.0000 
4G_1D ETIQUETAS,EB-001-3,1044990,ETIQUETA REVERSO JABON LIQUIDO SOLEI SWEET VANILLA 435ML CAM,227181.00,PIEZA,227181.00,0.15,34077.1500 
4G_1D ETIQUETAS,EB-001-3,1045807,ETIQUETA FRENTE JABON LIQUIDO SOLEI GREEN TEA NAVIDAD 2017 435ML,7570.00,PIEZA,7570.00,0.26,1968.2000 
4G_1D ETIQUETAS,EB-001-3,1045936,ETIQUETA FRENTE NUEVA AROM TELAS Y AMBIENTE APPLE FREEDOM SOLEI 200ML,45220.00,PIEZA,45220.00,0.29,13113.8000 
4G_1D ETIQUETAS,EB-001-3,1045939,ETIQUETA REVERSO NUEVA AROMATIZANTE TELAS Y AMBIENTE SOLEI CHERRY KIWI 200ML,27875.00,PIEZA,27875.00,0.17,4738.7500 
4G_1D ETIQUETAS,EB-001-3,1046395,ETIQUETA REVERSO JABON LIQUIDO SOLEI NUEVOS LEGALES BERRY 435ML,64809.00,PIEZA,64809.00,0.1,6480.900 
4G_1D ETIQUETAS,EB-001-3,1046397,ETIQUETA REVERSO JABON LIQUIDO SOLEI NUEVOS LEGALES MANZANA 435ML,89530.00,PIEZA,89530.00,0.1,8953.000 
4G_1D ETIQUETAS,EB-001-3,1046465,ETIQUETAS FRENTE JABON LIQUIDO SOLEI WINTER CANDY 450 ML,9000.00,PIEZA,9000.00,0.11,990.0000 
4G_1D ETIQUETAS,EB-001-3,1046466,ETIQUETA REVERSO JABON LIQUIDO SOLEI WINTER CANDY 450 ML,28870.00,PIEZA,28870.00,0.11,3175.7000 
4G_1D ETIQUETAS,EB-001-4,1043950,ETIQUETA PARA CORRUGADO SOLEI CHERRY & KIWI 14.7 FL OZ,20066.00,PIEZA,20066.00,0.08,1605.2800 
4G_1D ETIQUETAS,EB-001-4,1044138,ETIQUETA FRENTE JABON LIQUIDO SWEET VANILLA 435ML,2158.00,PIEZA,2158.00,0.27,582.6600 
4G_1D ETIQUETAS,EB-001-4,1044408,ETIQUETA FRENTE FACILITADOR DE PLANCHADO VERT 1000ML ,11157.00,PIEZA,11157.00,0.41,4574.3700 
4G_1D ETIQUETAS,EB-001-4,1044610,ETIQUETA FRENTE VERT MULTISUPERFICIES 1000ML,23136.00,PIEZA,23136.00,0.58,13418.8800 
4G_1D ETIQUETAS,EB-001-4,1044611,ETIQUETA FRENTE VERT ANTI HONGOS 1000ML,14626.00,PIEZA,14626.00,0.41,5996.6600 
4G_1D ETIQUETAS,EB-001-4,1044612,ETIQUETA FRENTE VERT LIMPIA VIDRIOS NVA 1000ML,692.00,PIEZA,692.00,0.41,283.7200 
4G_1D ETIQUETAS,EB-001-4,1044629,ETIQUETA FRENTE JABON LIQUIDO SOLEI ALMONDS & HONEY 435ML,51118.00,PIEZA,51118.00,0.26,13290.6800 
4G_1D ETIQUETAS,EB-001-4,1044630,ETIQUETA REVERSO JABON LIQUIDO SOLEI ALMONDS & HONEY 435ML,3621.00,PIEZA,3621.00,0.15,543.1500 
4G_1D ETIQUETAS,EB-001-4,1044761,ETIQUETA REVERSO JABON LIQUIDO SOLEI SWEET VANILLA 500ML,40834.00,PIEZA,40834.00,0.19,7758.4600 
4G_1D ETIQUETAS,EB-001-4,1044777,ETIQUETA FRENTE REMOVEDOR DE MANCHAS VERT 650ML,36232.00,PIEZA,36232.00,0.37,13405.8400 
4G_1D ETIQUETAS,EB-001-4,1044991,ETIQUETA FRENTE SHAMPOO LUDWIG&WIGGSTEIN MOROCCAN ARGAN OIL 440ML,15540.00,PIEZA,15540.00,0.49,7614.6000 
4G_1D ETIQUETAS,EB-001-5,1044610,ETIQUETA FRENTE VERT MULTISUPERFICIES 1000ML,320.00,PIEZA,320.00,0.58,185.6000 
4G_1D ETIQUETAS,EB-001-5,1044612,ETIQUETA FRENTE VERT LIMPIA VIDRIOS NVA 1000ML,40896.00,PIEZA,40896.00,0.41,16767.3600 
4G_1D ETIQUETAS,EB-001-5,1044627,ETIQUETA FRENTE JABON LIQUIDO SOLEI NEUTRO 435ML,88087.00,PIEZA,88087.00,0.26,22902.6200 
4G_1D ETIQUETAS,EB-001-5,1044628,ETIQUETA REVERSO JABON LIQUIDO SOLEI NEUTRO 435ML ,99503.00,PIEZA,99503.00,0.15,14925.4500 
4G_1D ETIQUETAS,EB-001-5,1044940,ETIQUETA REVERSO AROMATIZANTE DE TELAS Y AMBIENTE SOLEI CHERRY & KIWI 200ML,21940.00,PIEZA,21940.00,0.19,4168.6000 
4G_1D ETIQUETAS,EB-001-5,1044989,ETIQUETA FRENTE JABON LIQUIDO SOLEI SWEET VANILLA 435ML CAM,202000.00,PIEZA,202000.00,0.26,52520.0000 
